Country/Region,Province/State,Date,RecordsNo,Records,Lat,Long
Rwanda,,3/24/20,0,Recovered,-1.9403,29.8739
Saint Kitts and Nevis,,3/24/20,0,Recovered,17.357822,-62.782998
Saint Lucia,,3/24/20,0,Recovered,13.9094,-60.9789
Saint Vincent and the Grenadines,,3/24/20,0,Recovered,12.9843,-61.2872
San Marino,,3/24/20,4,Recovered,43.9424,12.4578
Saudi Arabia,,3/24/20,28,Recovered,24,45
Senegal,,3/24/20,8,Recovered,14.4974,-14.4524
Serbia,,3/24/20,15,Recovered,44.0165,21.0059
Seychelles,,3/24/20,0,Recovered,-4.6796,55.492
Singapore,,3/24/20,156,Recovered,1.2833,103.8333
Slovakia,,3/24/20,7,Recovered,48.669,19.699
Slovenia,,3/24/20,0,Recovered,46.1512,14.9955
Somalia,,3/24/20,0,Recovered,5.1521,46.1996
South Africa,,3/24/20,4,Recovered,-30.5595,22.9375
Spain,,3/24/20,3794,Recovered,40,-4
Sri Lanka,,3/24/20,2,Recovered,7,81
Sudan,,3/24/20,0,Recovered,12.8628,30.2176
Suriname,,3/24/20,0,Recovered,3.9193,-56.0278
Sweden,,3/24/20,16,Recovered,63,16
Switzerland,,3/24/20,131,Recovered,46.8182,8.2275
Syria,,3/24/20,0,Recovered,34.8021,38.9968
Taiwan*,,3/24/20,29,Recovered,23.7,121
Tanzania,,3/24/20,0,Recovered,-6.369,34.8888
Thailand,,3/24/20,52,Recovered,15,101
Timor-Leste,,3/24/20,0,Recovered,-8.8742,125.7275
Togo,,3/24/20,1,Recovered,8.6195,0.8248
Trinidad and Tobago,,3/24/20,0,Recovered,10.6918,-61.2225
Tunisia,,3/24/20,1,Recovered,34,9
Turkey,,3/24/20,0,Recovered,38.9637,35.2433
Uganda,,3/24/20,0,Recovered,1,32
Ukraine,,3/24/20,1,Recovered,48.3794,31.1656
United Arab Emirates,,3/24/20,45,Recovered,24,54
United Kingdom,Bermuda,3/24/20,0,Recovered,32.3078,-64.7505
United Kingdom,Cayman Islands,3/24/20,0,Recovered,19.3133,-81.2546
United Kingdom,Channel Islands,3/24/20,0,Recovered,49.3723,-2.3644
United Kingdom,Gibraltar,3/24/20,5,Recovered,36.1408,-5.3536
United Kingdom,Isle of Man,3/24/20,0,Recovered,54.2361,-4.5481
United Kingdom,Montserrat,3/24/20,0,Recovered,16.7425,-62.1874
United Kingdom,,3/24/20,135,Recovered,55.3781,-3.436
Uruguay,,3/24/20,0,Recovered,-32.5228,-55.7658
US,,3/24/20,348,Recovered,37.0902,-95.7129
Uzbekistan,,3/24/20,0,Recovered,41.3775,64.5853
Venezuela,,3/24/20,15,Recovered,6.4238,-66.5897
Vietnam,,3/24/20,17,Recovered,16,108
Zambia,,3/24/20,0,Recovered,-15.4167,28.2833
Zimbabwe,,3/24/20,0,Recovered,-20,30
West Bank and Gaza,,3/24/20,17,Recovered,31.9522,35.2332
Laos,,3/24/20,0,Recovered,19.85627,102.495496
Kosovo,,3/24/20,0,Recovered,42.602636,20.902977
Burma,,3/24/20,0,Recovered,21.9162,95.956
United Kingdom,Anguilla,3/24/20,0,Recovered,18.2206,-63.0686
United Kingdom,British Virgin Islands,3/24/20,0,Recovered,18.4207,-64.64
United Kingdom,Turks and Caicos Islands,3/24/20,0,Recovered,21.694,-71.7979
MS Zaandam,,3/24/20,0,Recovered,0,0
Botswana,,3/24/20,0,Recovered,-22.3285,24.6849
Burundi,,3/24/20,0,Recovered,-3.3731,29.9189
Sierra Leone,,3/24/20,0,Recovered,8.460555,-11.779889
Netherlands,"Bonaire, Sint Eustatius and Saba",3/24/20,0,Recovered,12.1784,-68.2385
Malawi,,3/24/20,0,Recovered,-13.254308,34.301525
United Kingdom,Falkland Islands (Malvinas),3/24/20,0,Recovered,-51.7963,-59.5236
France,Saint Pierre and Miquelon,3/24/20,0,Recovered,46.8852,-56.3159
South Sudan,,3/24/20,0,Recovered,6.877,31.307
Western Sahara,,3/24/20,0,Recovered,24.2155,-12.8858
Sao Tome and Principe,,3/24/20,0,Recovered,0.18636,6.613081
Yemen,,3/24/20,0,Recovered,15.552727,48.516388
Comoros,,3/24/20,0,Recovered,-11.6455,43.3333
Tajikistan,,3/24/20,0,Recovered,38.861034,71.276093
Afghanistan,,3/24/20,74,Confirmed,33,65
Albania,,3/24/20,123,Confirmed,41.1533,20.1683
Algeria,,3/24/20,264,Confirmed,28.0339,1.6596
Andorra,,3/24/20,164,Confirmed,42.5063,1.5218
Angola,,3/24/20,3,Confirmed,-11.2027,17.8739
Antigua and Barbuda,,3/24/20,3,Confirmed,17.0608,-61.7964
Argentina,,3/24/20,387,Confirmed,-38.4161,-63.6167
Armenia,,3/24/20,249,Confirmed,40.0691,45.0382
Australia,Australian Capital Territory,3/24/20,39,Confirmed,-35.4735,149.0124
Australia,New South Wales,3/24/20,818,Confirmed,-33.8688,151.2093
Australia,Northern Territory,3/24/20,6,Confirmed,-12.4634,130.8456
Australia,Queensland,3/24/20,397,Confirmed,-28.0167,153.4
Australia,South Australia,3/24/20,170,Confirmed,-34.9285,138.6007
Australia,Tasmania,3/24/20,28,Confirmed,-41.4545,145.9707
Australia,Victoria,3/24/20,411,Confirmed,-37.8136,144.9631
Australia,Western Australia,3/24/20,175,Confirmed,-31.9505,115.8605
Austria,,3/24/20,5283,Confirmed,47.5162,14.5501
Azerbaijan,,3/24/20,87,Confirmed,40.1431,47.5769
Bahamas,,3/24/20,5,Confirmed,25.0343,-77.3963
Bahrain,,3/24/20,392,Confirmed,26.0275,50.55
Bangladesh,,3/24/20,39,Confirmed,23.685,90.3563
Barbados,,3/24/20,18,Confirmed,13.1939,-59.5432
Belarus,,3/24/20,81,Confirmed,53.7098,27.9534
Belgium,,3/24/20,4269,Confirmed,50.8333,4
Benin,,3/24/20,6,Confirmed,9.3077,2.3158
Bhutan,,3/24/20,2,Confirmed,27.5142,90.4336
Bolivia,,3/24/20,29,Confirmed,-16.2902,-63.5887
Bosnia and Herzegovina,,3/24/20,166,Confirmed,43.9159,17.6791
Brazil,,3/24/20,2247,Confirmed,-14.235,-51.9253
Brunei,,3/24/20,104,Confirmed,4.5353,114.7277
Bulgaria,,3/24/20,218,Confirmed,42.7339,25.4858
Burkina Faso,,3/24/20,114,Confirmed,12.2383,-1.5616
Cabo Verde,,3/24/20,3,Confirmed,16.5388,-23.0418
Cambodia,,3/24/20,91,Confirmed,11.55,104.9167
Cameroon,,3/24/20,66,Confirmed,3.848,11.5021
Canada,Alberta,3/24/20,359,Confirmed,53.9333,-116.5765
Canada,British Columbia,3/24/20,617,Confirmed,49.2827,-123.1207
Canada,Grand Princess,3/24/20,13,Confirmed,37.6489,-122.6655
Canada,Manitoba,3/24/20,21,Confirmed,53.7609,-98.8139
Canada,New Brunswick,3/24/20,18,Confirmed,46.5653,-66.4619
Canada,Newfoundland and Labrador,3/24/20,35,Confirmed,53.1355,-57.6604
Canada,Nova Scotia,3/24/20,51,Confirmed,44.682,-63.7443
Canada,Ontario,3/24/20,588,Confirmed,51.2538,-85.3232
Canada,Prince Edward Island,3/24/20,3,Confirmed,46.5107,-63.4168
Canada,Quebec,3/24/20,1013,Confirmed,52.9399,-73.5491
Canada,Saskatchewan,3/24/20,72,Confirmed,52.9399,-106.4509
Central African Republic,,3/24/20,3,Confirmed,6.6111,20.9394
Chad,,3/24/20,3,Confirmed,15.4542,18.7322
Chile,,3/24/20,922,Confirmed,-35.6751,-71.543
China,Anhui,3/24/20,990,Confirmed,31.8257,117.2264
China,Beijing,3/24/20,558,Confirmed,40.1824,116.4142
China,Chongqing,3/24/20,578,Confirmed,30.0572,107.874
China,Fujian,3/24/20,318,Confirmed,26.0789,117.9874
China,Gansu,3/24/20,136,Confirmed,37.8099,101.0583
China,Guangdong,3/24/20,1428,Confirmed,23.3417,113.4244
China,Guangxi,3/24/20,254,Confirmed,23.8298,108.7881
China,Guizhou,3/24/20,146,Confirmed,26.8154,106.8748
China,Hainan,3/24/20,168,Confirmed,19.1959,109.7453
China,Hebei,3/24/20,319,Confirmed,39.549,116.1306
China,Heilongjiang,3/24/20,484,Confirmed,47.862,127.7615
China,Henan,3/24/20,1274,Confirmed,33.882,113.614
China,Hong Kong,3/24/20,386,Confirmed,22.3,114.2
China,Hubei,3/24/20,67801,Confirmed,30.9756,112.2707
China,Hunan,3/24/20,1018,Confirmed,27.6104,111.7088
China,Inner Mongolia,3/24/20,75,Confirmed,44.0935,113.9448
China,Jiangsu,3/24/20,636,Confirmed,32.9711,119.455
China,Jiangxi,3/24/20,936,Confirmed,27.614,115.7221
China,Jilin,3/24/20,93,Confirmed,43.6661,126.1923
China,Liaoning,3/24/20,127,Confirmed,41.2956,122.6085
China,Macau,3/24/20,25,Confirmed,22.1667,113.55
China,Ningxia,3/24/20,75,Confirmed,37.2692,106.1655
China,Qinghai,3/24/20,18,Confirmed,35.7452,95.9956
China,Shaanxi,3/24/20,249,Confirmed,35.1917,108.8701
China,Shandong,3/24/20,768,Confirmed,36.3427,118.1498
China,Shanghai,3/24/20,414,Confirmed,31.202,121.4491
China,Shanxi,3/24/20,134,Confirmed,37.5777,112.2922
China,Sichuan,3/24/20,545,Confirmed,30.6171,102.7103
China,Tianjin,3/24/20,145,Confirmed,39.3054,117.323
China,Tibet,3/24/20,1,Confirmed,31.6927,88.0924
China,Xinjiang,3/24/20,76,Confirmed,41.1129,85.2401
China,Yunnan,3/24/20,176,Confirmed,24.974,101.487
China,Zhejiang,3/24/20,1240,Confirmed,29.1832,120.0934
Colombia,,3/24/20,378,Confirmed,4.5709,-74.2973
Congo (Brazzaville),,3/24/20,4,Confirmed,-4.0383,21.7587
Congo (Kinshasa),,3/24/20,45,Confirmed,-4.0383,21.7587
Costa Rica,,3/24/20,177,Confirmed,9.7489,-83.7534
Cote d'Ivoire,,3/24/20,73,Confirmed,7.54,-5.5471
Croatia,,3/24/20,382,Confirmed,45.1,15.2
Diamond Princess,,3/24/20,712,Confirmed,0,0
Cuba,,3/24/20,48,Confirmed,22,-80
Cyprus,,3/24/20,124,Confirmed,35.1264,33.4299
Czechia,,3/24/20,1394,Confirmed,49.8175,15.473
Denmark,Faroe Islands,3/24/20,122,Confirmed,61.8926,-6.9118
Denmark,Greenland,3/24/20,5,Confirmed,71.7069,-42.6043
Denmark,,3/24/20,1591,Confirmed,56.2639,9.5018
Djibouti,,3/24/20,3,Confirmed,11.8251,42.5903
Dominican Republic,,3/24/20,312,Confirmed,18.7357,-70.1627
Ecuador,,3/24/20,1082,Confirmed,-1.8312,-78.1834
Egypt,,3/24/20,402,Confirmed,26,30
El Salvador,,3/24/20,5,Confirmed,13.7942,-88.8965
Equatorial Guinea,,3/24/20,9,Confirmed,1.5,10
Eritrea,,3/24/20,1,Confirmed,15.1794,39.7823
Estonia,,3/24/20,369,Confirmed,58.5953,25.0136
Eswatini,,3/24/20,4,Confirmed,-26.5225,31.4659
Ethiopia,,3/24/20,12,Confirmed,9.145,40.4897
Fiji,,3/24/20,4,Confirmed,-17.7134,178.065
Finland,,3/24/20,792,Confirmed,64,26
France,French Guiana,3/24/20,23,Confirmed,3.9339,-53.1258
France,French Polynesia,3/24/20,25,Confirmed,-17.6797,149.4068
France,Guadeloupe,3/24/20,62,Confirmed,16.25,-61.5833
France,Mayotte,3/24/20,36,Confirmed,-12.8275,45.1662
France,New Caledonia,3/24/20,10,Confirmed,-20.9043,165.618
France,Reunion,3/24/20,94,Confirmed,-21.1351,55.2471
France,Saint Barthelemy,3/24/20,3,Confirmed,17.9,-62.8333
France,St Martin,3/24/20,8,Confirmed,18.0708,-63.0501
France,Martinique,3/24/20,57,Confirmed,14.6415,-61.0242
France,,3/24/20,22304,Confirmed,46.2276,2.2137
Gabon,,3/24/20,6,Confirmed,-0.8037,11.6094
Gambia,,3/24/20,3,Confirmed,13.4432,-15.3101
Georgia,,3/24/20,70,Confirmed,42.3154,43.3569
Germany,,3/24/20,32986,Confirmed,51,9
Ghana,,3/24/20,53,Confirmed,7.9465,-1.0232
Greece,,3/24/20,743,Confirmed,39.0742,21.8243
Guatemala,,3/24/20,21,Confirmed,15.7835,-90.2308
Guinea,,3/24/20,4,Confirmed,9.9456,-9.6966
Guyana,,3/24/20,5,Confirmed,5,-58.75
Haiti,,3/24/20,7,Confirmed,18.9712,-72.2852
Holy See,,3/24/20,4,Confirmed,41.9029,12.4534
Honduras,,3/24/20,30,Confirmed,15.2,-86.2419
Hungary,,3/24/20,187,Confirmed,47.1625,19.5033
Iceland,,3/24/20,648,Confirmed,64.9631,-19.0208
India,,3/24/20,536,Confirmed,21,78
Indonesia,,3/24/20,686,Confirmed,-0.7893,113.9213
Iran,,3/24/20,24811,Confirmed,32,53
Iraq,,3/24/20,316,Confirmed,33,44
Ireland,,3/24/20,1329,Confirmed,53.1424,-7.6921
Israel,,3/24/20,1238,Confirmed,31,35
Italy,,3/24/20,69176,Confirmed,43,12
Jamaica,,3/24/20,21,Confirmed,18.1096,-77.2975
Japan,,3/24/20,1193,Confirmed,36,138
Jordan,,3/24/20,154,Confirmed,31.24,36.51
Kazakhstan,,3/24/20,72,Confirmed,48.0196,66.9237
Kenya,,3/24/20,25,Confirmed,-0.0236,37.9062
"Korea, South",,3/24/20,9037,Confirmed,36,128
Kuwait,,3/24/20,191,Confirmed,29.5,47.75
Kyrgyzstan,,3/24/20,42,Confirmed,41.2044,74.7661
Latvia,,3/24/20,197,Confirmed,56.8796,24.6032
Lebanon,,3/24/20,318,Confirmed,33.8547,35.8623
Liberia,,3/24/20,3,Confirmed,6.4281,-9.4295
Liechtenstein,,3/24/20,51,Confirmed,47.14,9.55
Lithuania,,3/24/20,209,Confirmed,55.1694,23.8813
Luxembourg,,3/24/20,1099,Confirmed,49.8153,6.1296
Madagascar,,3/24/20,17,Confirmed,-18.7669,46.8691
Malaysia,,3/24/20,1624,Confirmed,2.5,112.5
Maldives,,3/24/20,13,Confirmed,3.2028,73.2207
Malta,,3/24/20,110,Confirmed,35.9375,14.3754
Mauritania,,3/24/20,2,Confirmed,21.0079,10.9408
Mauritius,,3/24/20,42,Confirmed,-20.2,57.5
Mexico,,3/24/20,405,Confirmed,23.6345,-102.5528
Moldova,,3/24/20,125,Confirmed,47.4116,28.3699
Monaco,,3/24/20,23,Confirmed,43.7333,7.4167
Mongolia,,3/24/20,10,Confirmed,46.8625,103.8467
Montenegro,,3/24/20,47,Confirmed,42.5,19.3
Morocco,,3/24/20,170,Confirmed,31.7917,-7.0926
Namibia,,3/24/20,7,Confirmed,-22.9576,18.4904
Nepal,,3/24/20,2,Confirmed,28.1667,84.25
Netherlands,Aruba,3/24/20,12,Confirmed,12.5186,-70.0358
Netherlands,Curacao,3/24/20,6,Confirmed,12.1696,-68.99
Netherlands,Sint Maarten,3/24/20,2,Confirmed,18.0425,-63.0548
Netherlands,,3/24/20,5560,Confirmed,52.1326,5.2913
New Zealand,,3/24/20,155,Confirmed,-40.9006,174.886
Nicaragua,,3/24/20,2,Confirmed,12.8654,-85.2072
Niger,,3/24/20,3,Confirmed,17.6078,8.0817
Nigeria,,3/24/20,44,Confirmed,9.082,8.6753
North Macedonia,,3/24/20,148,Confirmed,41.6086,21.7453
Norway,,3/24/20,2863,Confirmed,60.472,8.4689
Oman,,3/24/20,84,Confirmed,21,57
Pakistan,,3/24/20,972,Confirmed,30.3753,69.3451
Panama,,3/24/20,345,Confirmed,8.538,-80.7821
Papua New Guinea,,3/24/20,1,Confirmed,-6.315,143.9555
Paraguay,,3/24/20,27,Confirmed,-23.4425,-58.4438
Peru,,3/24/20,416,Confirmed,-9.19,-75.0152
Philippines,,3/24/20,552,Confirmed,13,122
Poland,,3/24/20,901,Confirmed,51.9194,19.1451
Portugal,,3/24/20,2362,Confirmed,39.3999,-8.2245
Qatar,,3/24/20,526,Confirmed,25.3548,51.1839
Romania,,3/24/20,794,Confirmed,45.9432,24.9668
Russia,,3/24/20,495,Confirmed,60,90
Rwanda,,3/24/20,40,Confirmed,-1.9403,29.8739
Saint Lucia,,3/24/20,3,Confirmed,13.9094,-60.9789
Saint Vincent and the Grenadines,,3/24/20,1,Confirmed,12.9843,-61.2872
San Marino,,3/24/20,187,Confirmed,43.9424,12.4578
Saudi Arabia,,3/24/20,767,Confirmed,24,45
Senegal,,3/24/20,86,Confirmed,14.4974,-14.4524
Serbia,,3/24/20,303,Confirmed,44.0165,21.0059
Seychelles,,3/24/20,7,Confirmed,-4.6796,55.492
Singapore,,3/24/20,558,Confirmed,1.2833,103.8333
Slovakia,,3/24/20,204,Confirmed,48.669,19.699
Slovenia,,3/24/20,480,Confirmed,46.1512,14.9955
Somalia,,3/24/20,1,Confirmed,5.1521,46.1996
South Africa,,3/24/20,554,Confirmed,-30.5595,22.9375
Spain,,3/24/20,39885,Confirmed,40,-4
Sri Lanka,,3/24/20,102,Confirmed,7,81
Sudan,,3/24/20,3,Confirmed,12.8628,30.2176
Suriname,,3/24/20,7,Confirmed,3.9193,-56.0278
Sweden,,3/24/20,2286,Confirmed,63,16
Switzerland,,3/24/20,9877,Confirmed,46.8182,8.2275
Taiwan*,,3/24/20,215,Confirmed,23.7,121
Tanzania,,3/24/20,12,Confirmed,-6.369,34.8888
Thailand,,3/24/20,827,Confirmed,15,101
Togo,,3/24/20,20,Confirmed,8.6195,0.8248
Trinidad and Tobago,,3/24/20,57,Confirmed,10.6918,-61.2225
Tunisia,,3/24/20,114,Confirmed,34,9
Turkey,,3/24/20,1872,Confirmed,38.9637,35.2433
Uganda,,3/24/20,9,Confirmed,1,32
Ukraine,,3/24/20,97,Confirmed,48.3794,31.1656
United Arab Emirates,,3/24/20,248,Confirmed,24,54
United Kingdom,Bermuda,3/24/20,6,Confirmed,32.3078,-64.7505
United Kingdom,Cayman Islands,3/24/20,6,Confirmed,19.3133,-81.2546
United Kingdom,Channel Islands,3/24/20,36,Confirmed,49.3723,-2.3644
United Kingdom,Gibraltar,3/24/20,15,Confirmed,36.1408,-5.3536
United Kingdom,Isle of Man,3/24/20,23,Confirmed,54.2361,-4.5481
United Kingdom,Montserrat,3/24/20,1,Confirmed,16.7425,-62.1874
United Kingdom,,3/24/20,8077,Confirmed,55.3781,-3.436
Uruguay,,3/24/20,162,Confirmed,-32.5228,-55.7658
US,,3/24/20,53736,Confirmed,37.0902,-95.7129
Uzbekistan,,3/24/20,50,Confirmed,41.3775,64.5853
Venezuela,,3/24/20,84,Confirmed,6.4238,-66.5897
Vietnam,,3/24/20,134,Confirmed,16,108
Zambia,,3/24/20,3,Confirmed,-15.4167,28.2833
Zimbabwe,,3/24/20,3,Confirmed,-20,30
Canada,Diamond Princess,3/24/20,0,Confirmed,0,0
Dominica,,3/24/20,2,Confirmed,15.415,-61.371
Grenada,,3/24/20,1,Confirmed,12.1165,-61.679
Mozambique,,3/24/20,3,Confirmed,-18.665695,35.529562
Syria,,3/24/20,1,Confirmed,34.802075,38.996815
Timor-Leste,,3/24/20,1,Confirmed,-8.874217,125.727539
Belize,,3/24/20,1,Confirmed,13.1939,-59.5432
Canada,Recovered,3/24/20,0,Confirmed,0,0
Laos,,3/24/20,2,Confirmed,19.85627,102.495496
Libya,,3/24/20,1,Confirmed,26.3351,17.228331
West Bank and Gaza,,3/24/20,59,Confirmed,31.9522,35.2332
Guinea-Bissau,,3/24/20,0,Confirmed,11.8037,-15.1804
Mali,,3/24/20,0,Confirmed,17.570692,-3.996166
Saint Kitts and Nevis,,3/24/20,0,Confirmed,17.357822,-62.782998
Canada,Northwest Territories,3/24/20,0,Confirmed,64.8255,-124.8457
Canada,Yukon,3/24/20,0,Confirmed,64.2823,-135
Kosovo,,3/24/20,0,Confirmed,42.602636,20.902977
Burma,,3/24/20,0,Confirmed,21.9162,95.956
United Kingdom,Anguilla,3/24/20,0,Confirmed,18.2206,-63.0686
United Kingdom,British Virgin Islands,3/24/20,0,Confirmed,18.4207,-64.64
United Kingdom,Turks and Caicos Islands,3/24/20,0,Confirmed,21.694,-71.7979
MS Zaandam,,3/24/20,0,Confirmed,0,0
Botswana,,3/24/20,0,Confirmed,-22.3285,24.6849
Burundi,,3/24/20,0,Confirmed,-3.3731,29.9189
Sierra Leone,,3/24/20,0,Confirmed,8.460555,-11.779889
Netherlands,"Bonaire, Sint Eustatius and Saba",3/24/20,0,Confirmed,12.1784,-68.2385
Malawi,,3/24/20,0,Confirmed,-13.254308,34.301525
United Kingdom,Falkland Islands (Malvinas),3/24/20,0,Confirmed,-51.7963,-59.5236
France,Saint Pierre and Miquelon,3/24/20,0,Confirmed,46.8852,-56.3159
South Sudan,,3/24/20,0,Confirmed,6.877,31.307
Western Sahara,,3/24/20,0,Confirmed,24.2155,-12.8858
Sao Tome and Principe,,3/24/20,0,Confirmed,0.18636,6.613081
Yemen,,3/24/20,0,Confirmed,15.552727,48.516388
Comoros,,3/24/20,0,Confirmed,-11.6455,43.3333
Tajikistan,,3/24/20,0,Confirmed,38.861034,71.276093
Afghanistan,,3/24/20,1,Deaths,33,65
Albania,,3/24/20,5,Deaths,41.1533,20.1683
Algeria,,3/24/20,19,Deaths,28.0339,1.6596
Andorra,,3/24/20,1,Deaths,42.5063,1.5218
Angola,,3/24/20,0,Deaths,-11.2027,17.8739
Antigua and Barbuda,,3/24/20,0,Deaths,17.0608,-61.7964
Argentina,,3/24/20,6,Deaths,-38.4161,-63.6167
Armenia,,3/24/20,0,Deaths,40.0691,45.0382
Australia,Australian Capital Territory,3/24/20,0,Deaths,-35.4735,149.0124
Australia,New South Wales,3/24/20,7,Deaths,-33.8688,151.2093
Australia,Northern Territory,3/24/20,0,Deaths,-12.4634,130.8456
Australia,Queensland,3/24/20,0,Deaths,-28.0167,153.4
Australia,South Australia,3/24/20,0,Deaths,-34.9285,138.6007
Australia,Tasmania,3/24/20,0,Deaths,-41.4545,145.9707
Australia,Victoria,3/24/20,0,Deaths,-37.8136,144.9631
Australia,Western Australia,3/24/20,1,Deaths,-31.9505,115.8605
Austria,,3/24/20,28,Deaths,47.5162,14.5501
Azerbaijan,,3/24/20,1,Deaths,40.1431,47.5769
Bahamas,,3/24/20,0,Deaths,25.0343,-77.3963
Bahrain,,3/24/20,3,Deaths,26.0275,50.55
Bangladesh,,3/24/20,4,Deaths,23.685,90.3563
Barbados,,3/24/20,0,Deaths,13.1939,-59.5432
Belarus,,3/24/20,0,Deaths,53.7098,27.9534
Belgium,,3/24/20,122,Deaths,50.8333,4
Benin,,3/24/20,0,Deaths,9.3077,2.3158
Bhutan,,3/24/20,0,Deaths,27.5142,90.4336
Bolivia,,3/24/20,0,Deaths,-16.2902,-63.5887
Bosnia and Herzegovina,,3/24/20,3,Deaths,43.9159,17.6791
Brazil,,3/24/20,46,Deaths,-14.235,-51.9253
Brunei,,3/24/20,0,Deaths,4.5353,114.7277
Bulgaria,,3/24/20,3,Deaths,42.7339,25.4858
Burkina Faso,,3/24/20,4,Deaths,12.2383,-1.5616
Cabo Verde,,3/24/20,1,Deaths,16.5388,-23.0418
Cambodia,,3/24/20,0,Deaths,11.55,104.9167
Cameroon,,3/24/20,0,Deaths,3.848,11.5021
Canada,Alberta,3/24/20,1,Deaths,53.9333,-116.5765
Canada,British Columbia,3/24/20,13,Deaths,49.2827,-123.1207
Canada,Grand Princess,3/24/20,0,Deaths,37.6489,-122.6655
Canada,Manitoba,3/24/20,0,Deaths,53.7609,-98.8139
Canada,New Brunswick,3/24/20,0,Deaths,46.5653,-66.4619
Canada,Newfoundland and Labrador,3/24/20,0,Deaths,53.1355,-57.6604
Canada,Nova Scotia,3/24/20,0,Deaths,44.682,-63.7443
Canada,Ontario,3/24/20,7,Deaths,51.2538,-85.3232
Canada,Prince Edward Island,3/24/20,0,Deaths,46.5107,-63.4168
Canada,Quebec,3/24/20,4,Deaths,52.9399,-73.5491
Canada,Saskatchewan,3/24/20,0,Deaths,52.9399,-106.4509
Central African Republic,,3/24/20,0,Deaths,6.6111,20.9394
Chad,,3/24/20,0,Deaths,15.4542,18.7322
Chile,,3/24/20,2,Deaths,-35.6751,-71.543
China,Anhui,3/24/20,6,Deaths,31.8257,117.2264
China,Beijing,3/24/20,8,Deaths,40.1824,116.4142
China,Chongqing,3/24/20,6,Deaths,30.0572,107.874
China,Fujian,3/24/20,1,Deaths,26.0789,117.9874
China,Gansu,3/24/20,2,Deaths,37.8099,101.0583
China,Guangdong,3/24/20,8,Deaths,23.3417,113.4244
China,Guangxi,3/24/20,2,Deaths,23.8298,108.7881
China,Guizhou,3/24/20,2,Deaths,26.8154,106.8748
China,Hainan,3/24/20,6,Deaths,19.1959,109.7453
China,Hebei,3/24/20,6,Deaths,39.549,116.1306
China,Heilongjiang,3/24/20,13,Deaths,47.862,127.7615
China,Henan,3/24/20,22,Deaths,33.882,113.614
China,Hong Kong,3/24/20,4,Deaths,22.3,114.2
China,Hubei,3/24/20,3160,Deaths,30.9756,112.2707
China,Hunan,3/24/20,4,Deaths,27.6104,111.7088
China,Inner Mongolia,3/24/20,1,Deaths,44.0935,113.9448
China,Jiangsu,3/24/20,0,Deaths,32.9711,119.455
China,Jiangxi,3/24/20,1,Deaths,27.614,115.7221
China,Jilin,3/24/20,1,Deaths,43.6661,126.1923
China,Liaoning,3/24/20,2,Deaths,41.2956,122.6085
China,Macau,3/24/20,0,Deaths,22.1667,113.55
China,Ningxia,3/24/20,0,Deaths,37.2692,106.1655
China,Qinghai,3/24/20,0,Deaths,35.7452,95.9956
China,Shaanxi,3/24/20,3,Deaths,35.1917,108.8701
China,Shandong,3/24/20,7,Deaths,36.3427,118.1498
China,Shanghai,3/24/20,4,Deaths,31.202,121.4491
China,Shanxi,3/24/20,0,Deaths,37.5777,112.2922
China,Sichuan,3/24/20,3,Deaths,30.6171,102.7103
China,Tianjin,3/24/20,3,Deaths,39.3054,117.323
China,Tibet,3/24/20,0,Deaths,31.6927,88.0924
China,Xinjiang,3/24/20,3,Deaths,41.1129,85.2401
China,Yunnan,3/24/20,2,Deaths,24.974,101.487
China,Zhejiang,3/24/20,1,Deaths,29.1832,120.0934
Colombia,,3/24/20,3,Deaths,4.5709,-74.2973
Congo (Brazzaville),,3/24/20,0,Deaths,-4.0383,21.7587
Congo (Kinshasa),,3/24/20,2,Deaths,-4.0383,21.7587
Costa Rica,,3/24/20,2,Deaths,9.7489,-83.7534
Cote d'Ivoire,,3/24/20,0,Deaths,7.54,-5.5471
Croatia,,3/24/20,1,Deaths,45.1,15.2
Diamond Princess,,3/24/20,10,Deaths,0,0
Cuba,,3/24/20,1,Deaths,22,-80
Cyprus,,3/24/20,3,Deaths,35.1264,33.4299
Czechia,,3/24/20,3,Deaths,49.8175,15.473
Denmark,Faroe Islands,3/24/20,0,Deaths,61.8926,-6.9118
Denmark,Greenland,3/24/20,0,Deaths,71.7069,-42.6043
Denmark,,3/24/20,32,Deaths,56.2639,9.5018
Djibouti,,3/24/20,0,Deaths,11.8251,42.5903
Dominican Republic,,3/24/20,6,Deaths,18.7357,-70.1627
Ecuador,,3/24/20,27,Deaths,-1.8312,-78.1834
Egypt,,3/24/20,20,Deaths,26,30
El Salvador,,3/24/20,0,Deaths,13.7942,-88.8965
Equatorial Guinea,,3/24/20,0,Deaths,1.5,10
Eritrea,,3/24/20,0,Deaths,15.1794,39.7823
Estonia,,3/24/20,0,Deaths,58.5953,25.0136
Eswatini,,3/24/20,0,Deaths,-26.5225,31.4659
Ethiopia,,3/24/20,0,Deaths,9.145,40.4897
Fiji,,3/24/20,0,Deaths,-17.7134,178.065
Finland,,3/24/20,1,Deaths,64,26
France,French Guiana,3/24/20,0,Deaths,3.9339,-53.1258
France,French Polynesia,3/24/20,0,Deaths,-17.6797,149.4068
France,Guadeloupe,3/24/20,1,Deaths,16.25,-61.5833
France,Mayotte,3/24/20,0,Deaths,-12.8275,45.1662
